id,date_established,year_balance,date_status,status,nuts1,nuts2,nuts3,roe,rcem,solr,rshf,rcem.1,solr.1,empl,rtas,roa,prma,grma,etma,ebma,cfop,evet,mkcf,nat,ic,stot,coll,crpe,liqr,curr,shlq,solr.2,soll,gear,ppe,tpe,sct,ace,sfpe,wcpe,tape
GFB365,1958-10-23,2009,NA,Dissolved,ITH - Northeast,ITH3 - Veneto,ITH34 - Treviso,2.46,3.119,85.787,3.189,3.177,85.788,NA,2.789,1.971,54.671,NA,53.601,51.685,40.481,NA,NA,0.075,NA,139.486,52.925,684.838,0.332,0.329,75.396,85.766,NA,1.346,NA,NA,NA,NA,NA,NA,NA
G89W8O,2009-12-23,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH58 - Forli-Cesena,16.574,18.708,50.728,23.682,18.453,50.731,11,11.961,8.36,6.694,NA,7.549,6.45,5.742,NA,NA,2.761,318.709,21.913,63.837,41.049,1.729,1.961,3.511,50.727,NA,27.265,8.182,141.333,21.181,30.122,40.9,16.191,142.279
Q9KZ61,1982-04-14,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4B - Mantova,11.396,9.425,36.399,13.373,9.694,36.368,11,4.914,4.135,4.147,NA,6.982,4.623,5.879,NA,NA,2.015,8.797,13.549,141.175,72.992,1.639,1.848,1.599,36.369,57.191,100.958,9.978,238.136,12.549,30.187,72.868,62.915,238.318
932DGZ,2009-01-08,2011,2012-04-30,Dissolved,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,-386.135,-279.762,2.818,-321.045,-279.436,2.824,NA,-9.079,-10.894,-4.406,NA,-2.03,-3.823,-3.496,NA,NA,73.225,-6.618,NA,81.803,13.852,0.821,0.82,NA,2.828,2.898,531.49,NA,NA,25.018,NA,NA,NA,NA
E67HA1,1998-07-01,2012,2014-02-27,Dissolved,ITF - South,ITF4 - Puglia,ITF46 - Foggia,NA,NA,-47.686,NA,NA,-47.691,15,-72.027,-72.028,-38.317,NA,-32.349,-34.559,-36.128,NA,NA,NA,-9.138,6.394,115.086,98.821,0.482,0.679,-14.103,-47.707,NA,NA,-62.709,160.031,15.411,25.14,NA,31.91,160.184
9F7J7B,2000-01-18,2016,NA,Active,ITI - Centre,ITI2 - Umbria,ITI21 - Perugia,39.564,14.666,10.3,61.114,14.738,10.299,45,6.282,4.059,4.822,NA,7.437,5.192,5.396,NA,NA,2.823,14.486,96.767,77.187,94.071,1.059,1.079,0.214,10.32,11.489,420.961,6.323,163.47,18.292,30.134,12.829,-5.845,161.07
2ER74X,1991-11-21,2017,NA,Active,ITI - Centre,ITI1 - Toscana,ITI19 - Siena,2.322,4.277,48.877,3.764,4.389,48.866,13,1.932,1.204,3.208,NA,11.405,4.856,8.533,NA,NA,0.933,2.74,2.968,48.169,148.076,0.821,1.421,2.759,48.854,95.551,37.437,7.726,212.976,18.641,40.143,173.176,13.115,215.077
DE6S84,1992-09-09,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4A - Cremona,31.557,37.076,12.144,47.446,37.347,12.149,10,5.734,3.847,6.25,NA,9.621,6.697,7.113,NA,NA,5.524,13.894,55.773,235.885,-0.182,0.762,0.778,2.577,12.124,13.819,37.033,37.147,623.682,8.9,55.847,82.126,419.982,623.843
24Q1WE,1973-12-31,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH31 - Verona,1.03,0.338,7.547,1.35,-0.014,7.533,NA,0.117,0.107,1.356,NA,17.298,1.604,16.732,NA,NA,0.076,6.55,0.492,133.024,313.152,0.381,1.94,0.203,7.537,8.158,NA,NA,NA,NA,NA,NA,NA,NA
78Z6UH,2016-02-19,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC47 - Brescia,NA,-622.516,-5.447,NA,-622.806,-5.464,23,-5.923,-5.929,-3.242,NA,-1.799,-3.151,-1.889,NA,NA,197.943,-39.269,5.737,54.966,183.91,0.509,0.838,-1.06,-5.46,NA,NA,-6.355,199.717,14.482,29.1,NA,-36.834,200.705
28X6LN,2008-04-03,2011,NA,Liquidation,ITC - Northwest,ITC4 - Lombardia,ITC4C - Milano,19.8,78.053,0.559,205.426,78.112,0.569,42,1.14,0.106,1.846,NA,2.363,2.116,0.432,NA,NA,37.205,8.571,1.32,0.024,504.969,0.488,0.961,0.665,0.561,0.561,NA,-0.812,46.134,29.861,13.914,0.107,-30.064,47.558
51P3TN,2009-07-13,2017,NA,Active,ITF - South,ITF3 - Campania,ITF33 - Napoli,21.768,29.79,77.652,30.383,29.787,77.639,15,23.736,16.778,16.116,NA,18.776,16.188,13.996,NA,NA,1.832,251.083,NA,0.081,0.05,4.388,4.39,27.17,77.653,NA,3.679,26.565,166.652,13.779,23.151,86.974,0.188,165.278
VTA588,1984-08-02,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH36 - Padova,0.446,0.807,84.017,0.992,0.762,84.014,8,0.713,0.2,2.109,NA,10.232,2.207,8.617,NA,NA,0.363,16.915,4.541,103.106,68.825,2.929,3.659,14.479,84.013,NA,7.596,4.087,186.715,15.901,29.833,460.921,59.075,189.418
5SZ19K,2012-12-12,2017,NA,Active,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,38.31,38.212,38.01,54.183,38.294,38.027,10,20.609,14.492,10.571,NA,12.475,10.634,9.274,NA,NA,3.599,152.03,34.204,80.981,78.102,1.18,1.302,2.483,38.01,61.308,43.334,40.285,378.23,6.96,25.898,73.86,13.92,381.051
M69X8U,1987-07-06,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4A - Cremona,0.687,4.42,25.737,2.799,4.491,25.717,6,0.748,0.15,0.611,NA,4.131,1.727,2.558,NA,NA,2.476,1.415,81.838,-0.064,-0.125,1.34,1.372,1.004,25.704,34.619,94.578,3.407,453.15,5.191,24.104,93.882,6.192,453.472
7R1O8Y,1978-01-01,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC47 - Brescia,8.425,8.467,57.739,11.182,8.335,57.741,11,6.486,4.817,7.604,NA,9.799,7.74,7.733,NA,NA,1.084,65.678,1.451,83.892,74.109,1.258,3.832,2.987,57.751,NA,41.354,89.107,1160.956,3.679,43.139,790.143,820.173,1162.072
8WE8R9,1971-11-08,2016,NA,Active,ITF - South,ITF3 - Campania,ITF33 - Napoli,38.032,7.508,1.031,26.261,7.324,1.027,1,0.276,0.371,3.763,NA,34.769,4.296,35.896,NA,NA,1.73,8.042,NA,259.892,186.015,0.17,0.168,0.493,1.014,1.041,NA,9.579,303.54,5.632,16.887,42.962,63.196,305.895
EG2K35,2005-07-23,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC16 - Cuneo,23.997,32.775,81.449,33.768,32.724,81.456,32,27.396,19.579,28.788,NA,31.559,28.651,23.414,NA,NA,1.135,NA,8.279,87.123,44.997,4.918,5.61,39.775,81.466,NA,2.534,114.026,389.938,9.768,38.127,335.049,92.019,389.841
Y11HW5,2002-03-29,2017,NA,Active,ITH - Northeast,ITH4 - Friuli-Venezia Giulia,ITH43 - Gorizia,25.247,34.233,36.818,37.538,33.974,36.78,25,13.786,9.299,12.415,NA,13.956,11.99,10.282,NA,NA,2.614,19.09,2.303,-0.04,0.062,0.729,1.559,6.454,36.805,58.222,15.139,31.748,246.616,14.019,34.075,81.815,105.812,245.964
82X5RS,2012-03-20,2016,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH37 - Rovigo,NA,-226.283,-7.862,NA,-225.973,-7.855,15,-12.608,-14.692,-7.284,NA,-6.951,-7.142,-8.306,NA,NA,31.716,-52.615,NA,-0.08,-0.052,1.05,1.048,-0.683,-7.877,NA,NA,-0.948,18.309,33.039,7.027,NA,0.033,19.203
M5H23H,1959-01-01,2000,NA,Unknown,ITG - Insular Italy,ITG1 - Sicilia,ITG17 - Catania,4.063,6.969,12.685,7.881,6.954,12.675,139,1,0.546,0.779,NA,NA,1,2.736,NA,NA,5.701,1.949,25.889,138.8,163.983,0.798,0.87,1.072,12.655,14.508,103.368,6.835,639.603,6.268,39.96,61.96,-19.822,639.525
37FO1Q,1984-12-31,2017,NA,Active,ITF - South,ITF6 - Calabria,ITF61 - Cosenza,0.765,1.58,30.67,1.617,1.864,30.671,26,0.539,0.29,0.891,NA,6.516,1.536,5.41,NA,NA,1.103,2.179,1.114,89.038,11.141,0.379,1.649,1.145,30.69,44.249,196.739,1.633,380.272,10.168,39.072,189.989,431.02,381.612
57RD5P,2009-10-30,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH57 - Ravenna,0.16,4.972,12.265,0.509,4.746,12.298,62,0.065,0.028,0.054,NA,6.394,1.764,4.617,NA,NA,2.591,1.005,3.666,21.868,51.807,0.308,0.958,0.37,12.294,13.999,545.303,0.056,492.444,8.75,43.146,47.975,93.106,492.912
88U1NF,1958-03-04,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,1.592,3.991,0.475,1.507,3.971,0.473,NA,-0.005,0.026,0.032,NA,0.205,-0.495,0.725,NA,NA,6.698,-1.017,0.963,187.922,13.826,0.481,1.071,0.085,0.478,0.499,NA,NA,NA,0.088,NA,NA,NA,NA
1BW1S1,2000-01-11,2017,NA,Active,ITF - South,ITF3 - Campania,ITF35 - Salerno,4.574,4.45,12.391,10.085,4.331,12.416,1,1.212,0.562,1.948,NA,4.785,3.108,2.604,NA,NA,1.4,2.632,25.298,106.887,252.812,1.409,1.461,0.564,12.393,14.171,335.533,99.772,4967.302,0.65,31.818,986.84,NA,4969.123
82QBL4,2009-11-26,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH59 - Rimini,12.723,19.314,4.482,64.159,19.278,4.487,24,2.883,0.56,1.159,NA,3.842,2.139,1.946,NA,NA,9.107,2.244,14.453,7.034,42.108,0.281,0.519,0.236,4.471,4.688,NA,0.5,77.21,37.431,28.873,1.053,-1.969,79.085
H128FQ,2001-03-26,2011,NA,Unknown,ITF - South,ITF3 - Campania,ITF33 - Napoli,11.035,11.656,7.051,11.139,11.948,7.066,2,0.781,0.777,0.719,NA,1.03,0.743,0.974,NA,NA,15.643,15.811,262.871,0.048,-0.089,1.009,1.009,563.232,7.052,7.598,0.179,8.536,945.534,10.941,102.842,60.124,3.936,945.208
V557JG,2007-01-01,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.444,NA,NA,NA,NA,228.494
9F88LL,2009-09-30,2012,2013-12-23,Dissolved,ITC - Northwest,ITC4 - Lombardia,ITC4C - Milano,43.841,-0.804,24.37,-3.315,-0.722,24.384,1,-0.834,10.656,-0.051,NA,0.199,-0.02,0.878,NA,NA,66.166,-0.459,NA,5.998,9.125,0.888,0.892,57.583,24.388,32.219,1.959,-4.764,12446.317,1.39,173.026,185.181,NA,12447.167
9DG4Y4,2003-12-02,2011,2013-02-12,Liquidation,ITI - Centre,ITI1 - Toscana,ITI19 - Siena,37.69,82.489,12.473,88.118,82.305,12.468,3,10.962,4.694,7.775,NA,17.692,8.24,12.782,NA,NA,10.02,18.194,6.683,0.116,-0.012,0.911,1.16,7.596,12.46,14.24,13.115,150.547,1938.405,1.581,30.907,170.831,289.942,1938.875
2EE8A4,2006-01-12,2008,2009-11-02,Dissolved,ITC - Northwest,ITC1 - Piemonte,ITC16 - Cuneo,-3.882,8.851,34.478,-3.009,8.564,34.471,4,-1.071,-1.316,-0.997,NA,10.957,2.777,6.999,NA,NA,3.097,0.57,10.421,116.858,74.195,0.832,0.991,45.882,34.493,52.649,111.546,-2.903,254.202,18.788,47.828,80.012,55.116,252.718
9A6S7B,1996-05-21,2010,NA,Unknown,ITG - Insular Italy,ITG1 - Sicilia,ITG14 - Agrigento,NA,-30.802,-7.842,NA,-30.471,-7.834,NA,-10.06,-9.876,-47.158,NA,-31.594,-41.643,-36.227,NA,NA,0.754,-7.646,10.722,389.987,840.823,0.42,0.44,-0.335,-7.846,NA,NA,NA,NA,12.31,NA,NA,NA,NA
9KJ96J,1991-12-04,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC16 - Cuneo,4.628,4.695,38.905,7.947,4.811,38.884,28,3.064,1.875,1.578,NA,3.467,1.836,2.617,NA,NA,2.683,7.457,5.528,59.103,40.828,1.498,2.778,1.18,38.889,63.628,97.529,6.322,439.638,7.682,33.931,87.858,102.027,437.948
OGX154,2005-04-18,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC17 - Asti,NA,-88.57,-34.384,NA,-88.783,-34.369,13,-28.882,-23.26,-7.27,NA,-5.778,-6.565,-5.093,NA,NA,13.621,-8.787,45.563,13.809,18.964,1.209,1.342,-0.675,-34.374,NA,NA,-5.843,99.218,64.49,62.817,NA,1.012,97.437
QY1J63,2012-01-12,2015,2016-10-10,Dissolved,ITI - Centre,ITI4 - Lazio,ITI45 - Frosinone,7.216,25.945,12.667,25.786,26.056,12.687,6,3.256,0.9,5.638,NA,11.092,5.727,6.943,NA,NA,4.5,36.19,NA,51.027,420.882,0.959,0.96,52.253,12.697,14.52,1.907,17.397,336.002,6.391,22.035,74.053,NA,339.247
NN983R,1997-04-03,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH58 - Forli-Cesena,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.733,NA,NA,NA,NA,45.546
E21D9M,1979-01-03,2017,NA,Active,ITI - Centre,ITI1 - Toscana,ITI14 - Firenze,1.033,4.601,9.47,4.318,4.487,9.47,25,0.427,0.107,0.578,NA,8.351,2.472,6.037,NA,NA,1.875,1.224,8.416,120.117,102.872,0.881,1.02,0.377,9.462,10.458,707.837,2.688,262.717,16.96,43.96,33.85,42.881,259.298
7R97NH,2006-07-13,2017,NA,Active,ITI - Centre,ITI2 - Umbria,ITI21 - Perugia,7.467,2.93,16.244,9.794,2.633,16.262,6,1.61,1.195,1.138,NA,4.36,1.53,3.701,NA,NA,1.835,4.058,28.751,81.156,53.169,2.019,2.221,0.123,16.256,19.4,380.407,8.416,781.669,5.14,39.953,90.809,88.896,782.997
U3Z64T,2013-10-29,2017,NA,Active,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,86.88,88.387,29.215,124.676,88.159,29.223,13,36.471,25.369,25.955,NA,27.289,25.998,19.363,NA,NA,3.373,874.282,NA,177.106,95.031,1.588,1.591,2.4,29.221,41.26,41.647,35.8,140.643,21.971,30.834,28.873,32.173,140.918
CV76C6,2007-05-03,2011,2013-02-20,Liquidation,ITI - Centre,ITI3 - Marche,ITI31 - Pesaro E Urbino,NA,NA,-72.187,NA,NA,-72.204,16,-57.179,-59.644,-33.231,NA,-27.012,-31.667,-30.031,NA,NA,NA,-19.874,28.715,62.092,141.969,0.412,0.452,-2.423,-72.199,NA,NA,-14.227,45.259,43.75,21.162,NA,-9.092,47.05
H7Y77E,1986-03-25,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH36 - Padova,8.592,11.081,60.687,11.41,11.303,60.676,3,6.824,5.159,7.575,NA,15.928,7.379,14.264,NA,NA,1.425,34.01,11.518,236.178,61.163,1.808,2.021,26.707,60.653,NA,26.598,38.811,518.408,8.271,43.063,350.052,298.047,519.083
G511TH,1993-07-26,2017,NA,Active,ITI - Centre,ITI1 - Toscana,ITI17 - Pisa,2.871,5.69,35.252,9.516,5.696,35.26,7,3.315,1.07,2.762,NA,5.557,3.788,2.632,NA,NA,1.487,3.567,12.722,80.133,32.038,2.5,2.989,0.809,35.267,54.441,143.756,5.592,209.537,16.699,35.002,61.06,44.056,208.518
I1G76X,1986-09-10,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH36 - Padova,5.082,6.87,3.337,38.935,6.541,3.317,21,1.303,0.153,0.849,NA,4.272,2.188,2.201,NA,NA,3.024,1.539,11.429,-0.07,0.177,1.309,1.559,0.155,3.327,3.442,NA,-0.568,141.779,13.271,19.023,2.857,11.982,142.814
XT487W,2014-12-15,2015,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC47 - Brescia,NA,NA,-17.065,NA,NA,-17.041,52,-17.632,-17.553,-7.678,NA,-6.928,-7.626,-6.916,NA,NA,NA,NA,NA,57.861,12.041,0.82,0.818,-1.733,-17.043,NA,NA,-1.104,22.655,83.22,17.837,NA,2.948,23.754
54C7RA,1960-04-04,2017,NA,Active,ITF - South,ITF3 - Campania,ITF35 - Salerno,8.417,13.363,21.266,13.028,13.616,21.29,73,2.768,1.815,2.631,NA,4.929,2.993,3.671,NA,NA,4.521,8.483,4.517,78.986,132.027,0.831,1.129,11.409,21.272,27.03,178.832,7.949,302.825,9.342,28.073,62.106,22.84,302.477
C38N4W,2002-07-23,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF47 - Bari,0.514,6.119,23.121,3.819,5.736,23.11,9,0.936,0.06,0.651,NA,NA,1.654,NA,NA,NA,3.565,1.679,51.598,121.065,95.925,0.909,0.959,1.319,23.094,30.049,119.691,5.714,924.452,4.452,41.094,152.928,82.002,926.57
6UST44,1985-09-27,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH36 - Padova,6.343,7.261,26.264,11.182,7.414,26.253,6,2.877,1.66,2.258,NA,5.469,3.445,3.297,NA,NA,2.103,2.81,10.588,115.059,72.813,1.151,1.461,0.711,26.254,35.639,165.287,7.352,313.717,9.311,29.09,63.993,66.185,311.925
1W18CR,1996-05-08,2017,NA,Active,ITC - Northwest,ITC3 - Liguria,ITC31 - Imperia,16.875,10.038,29.26,17.647,9.733,29.297,18,5.208,4.914,4.261,NA,7.886,4.824,7.12,NA,NA,2.026,8.261,50.408,86.049,67.839,2.229,2.29,0.996,29.269,41.411,141.479,4.512,62.73,37.24,22.821,15.19,3.858,62.967
5O8Y9W,2001-02-23,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC16 - Cuneo,23.674,16.859,33.624,34.319,16.791,33.614,118,11.53,7.972,13.342,NA,17.85,13.51,13.576,NA,NA,1.219,43.426,15.247,63.17,67.828,1.338,1.532,1.047,33.612,50.682,129.069,61.846,454.56,15.819,72.156,176.853,23.078,455.964
417OWF,1979-01-16,2018,NA,Active,ITH - Northeast,ITH2 - Provincia Autonoma di Trento,ITH20 - Trento,9.23,9.649,34.373,9.498,9.508,34.396,NA,3.215,3.144,1.224,NA,NA,1.245,NA,NA,NA,7.694,175.748,NA,81.974,88.93,1.242,1.239,NA,34.385,52.398,-0.017,NA,NA,NA,NA,NA,NA,NA
36E3AI,2000-06-27,2018,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,24.028,17.557,21.276,35.576,17.725,21.276,21,7.567,5.155,4.122,NA,6.143,4.33,4.663,NA,NA,4.152,35.696,19.912,70.976,54.012,0.861,1.029,0.959,21.255,26.999,217.328,48.32,1160.467,11.491,133.179,135.172,113.889,1159.064
M98M2P,2001-04-12,2010,2011-04-27,Dissolved,ITI - Centre,ITI4 - Lazio,ITI44 - Latina,-5.482,-7.744,81.646,-7.855,-7.905,81.662,734,-6.51,-4.539,-15.692,NA,18.097,-16.538,23.726,NA,NA,0.502,NA,13.331,3.09,45.107,2.71,2.888,80.438,81.674,NA,1.232,NA,600.894,9.659,58.026,1182.97,-26.152,599.762
V1IU36,1989-06-01,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC11 - Torino,4.385,5.383,74.533,5.821,5.484,74.51,25,4.287,3.125,3.79,NA,9.616,3.779,8.646,NA,NA,1.427,NA,31.764,60.885,55.822,2.379,2.548,15.82,74.52,NA,6.311,16.398,435.304,8.551,36.891,286.072,18.994,436.351
B6G5C6,1979-11-29,2017,NA,Active,ITF - South,ITF3 - Campania,ITF35 - Salerno,12.402,10.126,27.239,18.62,9.998,27.254,28,5.045,3.313,6.413,NA,8.798,7.046,5.979,NA,NA,1.273,5.157,6.803,110.851,43.949,1.781,2.091,0.758,27.243,37.44,199.336,49.174,781.605,4.42,34.906,270.197,260.14,784.386
B38Q6J,1996-01-01,2017,NA,Active,ITF - South,ITF3 - Campania,ITF35 - Salerno,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.089,NA,NA,NA,NA,225.492
462DXT,1998-11-23,2017,NA,Active,ITF - South,ITF3 - Campania,ITF33 - Napoli,2.786,4.843,20.266,5.932,4.944,20.265,52,1.164,0.605,1.916,NA,10.101,3.83,7.242,NA,NA,1.265,1.805,12.99,99.908,83.182,0.498,0.59,0.563,20.272,25.408,193.658,-0.403,71.449,22.202,15.801,23.884,8.936,70.022
1XX11C,1985-09-04,2017,NA,Active,ITI - Centre,ITI1 - Toscana,ITI1A - Grosseto,1.817,2.394,23.616,2.55,2.301,23.611,32,0.657,0.444,0.569,NA,2.766,0.926,2.25,NA,NA,2.468,2.434,7.358,167.009,-0.016,1.049,1.332,1.056,23.599,30.901,93.745,0.538,211.494,17.439,37.144,44.022,125.842,208.488
Q4HM14,2006-12-13,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC11 - Torino,14.408,12.741,14.503,20.18,12.623,14.478,16,2.941,2.127,0.462,NA,0.887,0.469,0.776,NA,NA,26.944,NA,424.768,28.87,23.962,1.169,1.19,1.55,14.471,16.951,59.916,0.968,189.234,11.509,22.013,3.918,3.138,191.092
TW416K,1986-12-10,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH55 - Bologna,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.25,NA,NA,NA,NA,73.887
2GTY49,2004-05-12,2006,2007-12-13,Dissolved,ITH - Northeast,ITH2 - Provincia Autonoma di Trento,ITH20 - Trento,7.397,-32.25,5.146,-70.006,-31.959,5.163,10,-3.612,0.4,-2.018,NA,NA,-0.931,NA,NA,NA,34.942,-0.724,NA,108.925,135.027,1.049,1.05,NA,5.17,5.439,367.951,-3.072,138.319,25.731,36.116,4.171,-10.139,136.519
P7IM47,1985-07-19,2017,NA,Active,ITC - Northwest,ITC3 - Liguria,ITC32 - Savona,6.019,4.776,22.86,6.502,4.775,22.887,58,1.45,1.323,2.254,NA,11.776,4.735,9.106,NA,NA,0.975,2.011,4.1,137.031,90.116,1.071,1.522,0.681,22.874,29.649,252.006,3.279,156.737,25.421,40.092,55.801,59.171,157.244
366AAG,1999-01-19,2017,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG11 - Trapani,11.149,12.479,21.734,17.539,12.39,21.747,8,3.771,2.397,2.605,NA,7.204,3.936,4.898,NA,NA,3.179,3.048,19.813,105.114,22.12,0.902,1.039,0.864,21.714,27.769,197.25,5.421,213.692,10.648,23.137,32.033,59.181,213.368
59BN3B,1976-05-20,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC46 - Bergamo,NA,-2.95,0.304,-975.786,-2.836,0.307,NA,-3.129,-3.286,-77.398,NA,29.818,-1.608,-49.706,NA,NA,0.077,-0.042,NA,NA,21.994,1.029,1.029,0.133,0.305,0.32,NA,NA,NA,NA,NA,NA,NA,NA
JD39I3,1986-03-26,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH51 - Piacenza,0.429,8.4,16.232,1.18,8.493,16.267,13,0.194,0.09,0.08,NA,2.146,1.058,1.157,NA,NA,8.119,1.159,24.961,60.036,0.042,0.629,0.751,1.781,16.256,19.401,59.347,1.338,710.425,5.15,37.185,55.071,146.86,709.71
BL6C53,2010-04-15,2016,NA,Active,ITG - Insular Italy,ITG2 - Sardegna,ITG26 - Nuoro,10.121,7.128,1.78,31.707,7.099,1.745,15,0.573,0.178,0.194,NA,1.942,0.28,1.711,NA,NA,23.921,2.499,54.383,63.093,69.861,0.819,0.889,0.08,1.773,1.801,NA,0.328,892.15,2.872,25.873,5.035,-1.844,893.936
T747XX,1951-03-09,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,0.099,43.912,0.269,0.006,43.778,0.283,NA,0.017,0.013,0.019,NA,2.057,1.133,0.93,NA,NA,30.679,0.614,1.397,40.82,253.86,0.238,0.861,-0.026,0.286,0.282,NA,NA,NA,NA,NA,NA,NA,NA
Q9SG55,1984-12-31,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF47 - Bari,5.317,6.575,52.452,7.466,6.355,52.466,20,3.84,2.846,2.337,NA,5.619,2.341,5.021,NA,NA,2.761,852.3,3.4,0.015,0.071,0.739,1.91,8.061,52.441,NA,12.345,5.472,309.775,13.271,40.851,99.872,91.81,309.593
85LL7H,1977-11-09,2017,NA,Active,ITF - South,ITF3 - Campania,ITF33 - Napoli,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.849,NA,NA,NA,NA,73.514
Y896TH,2013-02-04,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC47 - Brescia,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.263,NA,NA,NA,NA,43.867
81V2IN,2015-05-22,2018,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4C - Milano,-3.118,0.579,32.045,-2.739,0.481,32.018,132,-0.896,-0.954,-0.488,NA,1.82,0.11,1.162,NA,NA,5.509,0.016,11.107,63.082,38.898,0.592,0.822,520.923,32.012,47.121,129.844,-0.743,372.058,14.721,54.863,67.057,58.182,372.729
GI684Y,2008-12-12,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC47 - Brescia,8.64,NA,58.587,17.74,NA,58.61,25,10.299,5.134,5.264,NA,6.324,5.245,3.705,NA,NA,2.997,NA,51.01,0.159,0.002,2.719,2.842,8.79,58.582,NA,11.512,6.535,121.599,67.549,81.886,35.91,2.119,123.021
B897DE,1948-11-03,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4B - Mantova,25.79,23.932,35.791,36.369,23.944,35.8,9,12.958,9.2,10.08,NA,13.585,10.492,10.268,NA,NA,2.289,24.658,4.075,-0.025,-0.104,0.979,1.702,1.937,35.803,55.742,56.744,66.596,680.723,6.011,41.034,189.072,166.934,681.693
M17V9B,2001-04-19,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH56 - Ferrara,-4.951,-1.557,34.035,-4.338,-1.68,34.052,14,-1.515,-1.722,-2.218,NA,1.337,-1.354,0.197,NA,NA,1.225,-1.589,15.027,91.956,97.172,0.52,0.629,1.678,34.03,51.62,128.244,-1.022,114.465,25.65,28.848,57.198,5.973,114.687
IG53O1,1971-03-22,2017,NA,Active,ITC - Northwest,ITC3 - Liguria,ITC33 - Genova,-87.735,-23.386,14.399,-87.552,-23.435,14.392,22,-12.642,-12.652,-7.068,NA,-3.361,-7.001,-3.449,NA,NA,3.368,-81.346,7.262,0.126,0.07,1.029,1.551,0.175,14.426,16.839,269.151,-6.17,95.05,36.421,34.172,7.884,12.855,95.096
