id,date_established,year_balance,date_status,status,nuts1,nuts2,nuts3,roe,rcem,solr,rshf,rcem.1,solr.1,empl,rtas,roa,prma,grma,etma,ebma,cfop,evet,mkcf,nat,ic,stot,coll,crpe,liqr,curr,shlq,solr.2,soll,gear,ppe,tpe,sct,ace,sfpe,wcpe,tape
W3G7M4,2016-05-04,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC16 - Cuneo,4.196,1.856,11.902,9.573,1.836,11.874,12,1.16,0.511,0.678,NA,5.14,0.741,4.702,NA,NA,2.406,15.194,29.446,34.128,49.016,1.348,1.541,0.243,11.901,13.491,488.706,1.382,84.186,36.082,30.909,5.89,-0.87,84.578
43W8OU,2000-01-21,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH36 - Padova,-5.102,-3.345,41.177,-5.157,-3.526,41.171,NA,-2.113,-2.088,NA,NA,36.046,NA,35.969,NA,NA,0.041,NA,NA,0.15,0.107,0.239,0.239,2.019,41.188,70,47.739,NA,NA,NA,NA,NA,NA,NA
DF186V,1985-09-26,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC18 - Alessandria,11.649,9.654,26.361,16.145,9.882,26.38,30,4.304,3.125,3.664,NA,8.009,3.832,6.775,NA,NA,2.461,13.685,6.384,86.141,71.082,0.759,1.111,1.133,26.356,35.801,167.983,9.938,264.709,13.279,35.011,58.976,52.175,263.671
3UX8Z2,2012-02-09,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF47 - Bari,34.399,30.615,14.945,59.396,30.599,14.98,20,8.905,5.167,2.259,NA,3.136,2.346,2.087,NA,NA,13.037,22.076,27.286,1.909,56.085,1.05,1.259,0.766,14.976,17.6,104.387,4.991,194.096,10.101,19.158,7.147,-22.145,191.595
S31K3T,1996-10-01,2012,NA,Dissolved,ITC - Northwest,ITC1 - Piemonte,ITC17 - Asti,-0.622,5.564,25.738,7.304,5.382,25.732,7,1.883,-0.174,9.15,NA,32.5,18.537,13.199,NA,NA,0.281,1.926,0.356,113.001,196.94,0.23,2.16,0.651,25.727,34.622,213.179,15.154,154.362,17.161,27.011,196.164,428.124,156.087
3CW8Z8,1992-06-23,2017,NA,Active,ITF - South,ITF1 - Abruzzo,ITF13 - Pescara,-268.563,-3.31,1.356,-268.684,-3.043,1.362,NA,-3.676,-3.678,NA,NA,NA,NA,NA,NA,NA,NA,-1.546,NA,NA,NA,0.078,0.081,0.068,1.379,1.392,NA,NA,NA,NA,NA,NA,NA,NA
3NU1L9,1966-10-18,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4C - Milano,-8.075,-2.793,46.827,-6.508,-2.624,46.803,5,-3.071,-3.7,-3.177,NA,-0.904,-1.913,-2.833,NA,NA,1.44,-1.265,10.797,253.139,66.88,2.691,2.978,2.198,46.807,88.028,69.805,-8.656,285.711,11.53,32.926,137.146,172.857,286.25
X2B73D,2003-12-12,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,7.103,8.003,38.659,10.615,7.948,38.659,3,4.17,2.748,4.937,NA,8.697,5.548,6.414,NA,NA,1.405,9.288,3.523,84.018,84.192,0.741,1.33,1.928,38.664,63.022,63.418,31.18,618.616,5.971,36.937,284.157,176.02,617.238
Z9JH67,2011-01-04,2017,NA,Active,ITF - South,ITF3 - Campania,ITF35 - Salerno,8.058,26.987,7.524,14.399,26.924,7.519,2,1.086,0.609,1.196,NA,2.994,2.581,1.065,NA,NA,10.369,1.737,2.512,227.968,286.855,0.699,1.092,5.98,7.503,8.112,258.255,22.808,1856.571,1.4,25.905,153.985,436.049,1857.017
257FGB,2006-03-09,2017,NA,Active,ITF - South,ITF3 - Campania,ITF33 - Napoli,-0.266,0.646,66.998,0.382,0.439,67.005,NA,0.177,-0.1,1.975,NA,44.84,4.948,38.702,NA,NA,0.109,1.541,NA,278.924,178.874,1.089,1.089,3.952,67.01,NA,28.329,NA,NA,NA,NA,NA,NA,NA
Q37P3N,1965-10-25,2017,NA,Active,ITI - Centre,ITI2 - Umbria,ITI21 - Perugia,14.395,9.403,28.774,22.821,9.093,28.774,10,6.592,4.1,5.718,NA,9.91,6.099,7.311,NA,NA,1.5,12.837,19.352,10.965,32,0.332,0.592,0.666,28.74,40.371,182.614,31.524,570.621,8.598,49.071,140.968,-2.889,568.701
6PCK45,1975-10-23,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF45 - Lecce,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.897,NA,NA,NA,NA,134.601
B24AR4,1984-07-25,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC41 - Varese,8.426,9.383,70.491,10.007,9.28,70.502,1043,7.082,5.836,16.279,NA,18.282,10.098,21.609,NA,NA,0.561,31.283,4.76,102.841,77.821,1.571,1.972,10.48,70.493,NA,21.533,55.295,338.174,18.601,63.029,550.075,96.01,340.935
1HC69Z,2014-06-13,2015,NA,Active,ITF - South,ITF3 - Campania,ITF31 - Caserta,-170.66,13.062,0.674,29.72,13.289,0.673,97,0.191,-1.154,0.163,NA,0.425,0.354,-0.84,NA,NA,37.33,1.968,NA,282.019,168.993,1.028,1.028,0.349,0.657,0.682,571.24,-0.711,25.758,52.408,12.852,0.006,8.177,26.558
N65EJ3,2006-04-11,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4C - Milano,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.942,NA,NA,NA,NA,81.666
VCV845,1991-07-17,2017,NA,Active,ITH - Northeast,ITH1 - Provincia Autonoma di Bolzano/Bozen,ITH10 - Bolzano,52.09,40.225,32.928,71.606,40.29,32.923,47,23.516,17.113,14.505,NA,17.296,15.398,12.454,NA,NA,2.608,16.907,39.694,-0.044,51.987,1.791,1.901,0.998,32.924,49.049,111.502,32.002,236.552,14.239,34.005,48.047,-28.153,236.063
C17I3N,1910-06-06,2017,NA,Active,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,6.083,9.683,30.743,10.284,9.866,30.757,19,3.196,1.913,1.962,NA,5.18,2.016,4.325,NA,NA,4.827,42.704,4.457,1.146,123.125,0.689,1.24,10.06,30.753,44.418,9.939,47.943,2379.274,2.781,66.107,449.146,NA,2378.368
2J3H6J,2002-06-13,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH55 - Bologna,12.092,9.114,22.477,16.316,9.284,22.476,9,3.675,2.71,2.349,NA,4.958,2.656,4.006,NA,NA,3.46,8.143,3.517,69.962,92.899,0.851,1.66,1.05,22.494,29.009,152.668,31.528,1319.979,2.68,35.184,189.037,291.82,1319.878
I688KM,2014-11-12,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF47 - Bari,50.067,49.513,33.984,70.649,49.601,33.977,9,24,17.04,6.862,NA,9.612,7.159,7.362,NA,NA,6.921,25.916,132.965,13.836,22.936,0.96,1.01,2.079,33.989,51.502,54.285,10.827,171.681,18.889,31.89,17.027,-2.948,173.905
F363WZ,1941-04-26,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH52 - Parma,0.074,46.835,0.126,0.187,46.58,0.131,NA,-0.007,0.015,-0.02,NA,2.177,0.056,2.105,NA,NA,608.179,0.762,0.934,10.11,37.84,0.101,0.861,NA,0.102,0.12,-0.016,NA,NA,NA,NA,NA,NA,NA
43IH4X,2009-10-28,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH31 - Verona,12.222,8.156,20.134,17.883,8.018,20.129,14,3.6,2.485,2.518,NA,4.133,2.869,2.992,NA,NA,2.839,7.668,6.905,0.089,0.156,0.841,1.259,0.779,20.156,25.209,150.999,13.421,512.443,7.829,39.985,72.043,73.817,513.027
8I34SZ,2005-12-01,2013,2014-03-31,Active,ITF - South,ITF3 - Campania,ITF35 - Salerno,NA,NA,-5.691,NA,NA,-5.71,33,-37.813,-41.586,-60.61,NA,NA,-55.044,NA,NA,NA,NA,-9.758,40.994,53.963,389.164,0.221,0.228,-1.494,-5.713,NA,NA,NA,249.084,11.119,27.906,NA,NA,251.464
OAH381,1974-06-18,2006,2007-12-21,Dissolved,ITF - South,ITF2 - Molise,ITF22 - Campobasso,-18.502,25.3,34.162,18.09,25.472,34.15,NA,6.119,-6.349,10.382,NA,47.518,12.16,24.618,NA,NA,1.717,2.682,100.701,127.193,20.028,1.351,1.359,NA,34.15,51.892,123.211,NA,NA,NA,NA,NA,NA,NA
SH26J7,2002-12-13,2005,2006-12-19,Dissolved,ITI - Centre,ITI3 - Marche,ITI34 - Ascoli Piceno,-31.945,-9.257,20.153,-29.765,-9.168,20.149,39,-5.994,-6.424,-7.181,NA,-1.134,-13.356,4.524,NA,NA,2.119,-4.841,21.417,58.071,137.829,0.501,0.561,0.948,20.142,25.24,186.371,-23.201,334.892,11.739,38.877,81.199,-57.851,332.257
X899FN,1960-11-25,1994,NA,Dissolved,ITI - Centre,ITI1 - Toscana,ITI18 - Arezzo,0.048,-5.632,16.523,-74.015,-5.511,16.504,4,-12.185,-0.002,-43.59,NA,-13.863,-17.058,3.23,NA,NA,0.369,-0.44,1.841,-0.02,0.014,1.032,1.751,0.141,16.492,19.779,377.175,NA,320.202,18.132,57.898,187.951,174.143,320.572
7M4Y9L,1974-03-07,2011,2012-12-27,Dissolved,ITC - Northwest,ITC4 - Lombardia,ITC46 - Bergamo,20.443,13.901,43.631,16.116,14.043,43.664,30,7.036,8.889,6.025,NA,7.828,5.642,9.811,NA,NA,2.269,36.664,22.661,127.186,108.005,1.732,1.838,5.635,43.647,77.468,30.331,18.263,318.338,13.229,42.088,119.858,30.818,321.491
L68Z8M,2016-12-19,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF45 - Lecce,9.486,10.305,41.987,13.288,10.436,41.981,2,5.64,3.986,6.778,NA,11.533,7.31,9.011,NA,NA,1.415,13.79,10.933,108.151,87.093,0.998,1.189,2.449,42.015,72.4,39.625,49.882,748.688,3.429,26.106,378.009,112.004,746.163
2B4IN6,1970-04-01,2013,NA,Active,ITF - South,ITF3 - Campania,ITF33 - Napoli,-0.844,-0.392,21.662,-1.414,-0.402,21.653,2,-0.319,-0.195,-35.896,NA,NA,-35.148,NA,NA,NA,0.007,-46.323,0.166,NA,-0.199,3.66,3.97,0.175,21.677,27.641,279.979,-21.963,66.095,34.6,22.812,1719.859,2892.101,64.789
7K2O9O,1979-02-04,2017,NA,Active,ITF - South,ITF3 - Campania,ITF33 - Napoli,0.401,1.493,19.336,2.16,1.488,19.355,14,0.389,0.055,0.42,NA,3.119,1.147,2.048,NA,NA,1.335,1.422,38.539,36.187,-0.093,0.719,0.798,0.447,19.323,23.971,263.066,1.089,131.783,25.961,33.976,26.886,17.137,133.944
SZ9Y35,1999-01-01,2010,2011-12-02,Dissolved,ITC - Northwest,ITC4 - Lombardia,ITC4D - Monza e della Brianza,-37.061,-19.382,13.054,-39.28,-19.572,13.046,42,-5.095,-4.818,-3.828,NA,2.593,-2.845,1.815,NA,NA,6.87,-2.945,42.275,56.843,49.972,0.33,0.372,1.971,13.063,15.01,154.52,-6.402,170.359,25.271,43.183,16.074,8.001,167.424
7Q2QX1,1999-01-14,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4B - Mantova,8.26,20.631,11.292,14.167,20.472,11.298,18,1.59,0.927,0.801,NA,2.381,1.721,1.134,NA,NA,12.042,1.665,7.698,-0.156,-0.112,0.791,1.109,2.098,11.296,12.732,48.159,2.855,248.524,6.861,16.918,14.033,32.035,247.448
N235PA,2001-06-11,2017,NA,Active,ITF - South,ITF6 - Calabria,ITF61 - Cosenza,-62.143,-39.651,7.096,-44.084,-39.729,7.1,1,-3.147,-4.427,-1.882,NA,-1.611,-1.708,-2.572,NA,NA,23.121,-9.65,NA,133.152,140,1.068,1.07,NA,7.114,7.661,-0.01,-25.918,1364.218,17.97,244.958,58.884,-28.088,1365.421
1U76HP,1991-01-01,2017,NA,Active,ITF - South,ITF6 - Calabria,ITF65 - Reggio Calabria,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.803,NA,NA,NA,NA,138.54
XX6G37,1996-06-07,2017,NA,Active,ITC - Northwest,ITC2 - Valle D'Aosta,ITC20 - Valle D'Aosta,5.11,6.427,26.999,9.652,6.29,26.987,29,2.566,1.444,2.646,NA,8.708,3.285,6.865,NA,NA,1.902,5.334,8.656,0.074,-0.151,0.459,0.678,1.188,26.983,36.94,87.725,6.04,208.114,18.868,39.908,58.874,23.964,211.641
72Y8NI,1969-04-01,2017,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG17 - Catania,-8.931,-5.293,36.062,-8.848,-5.433,36.084,53,-3.224,-3.24,-4.319,NA,1.006,-3.514,0.172,NA,NA,1.573,-3.718,5.581,200.95,123.817,0.862,1.111,3.309,36.051,56.43,94.498,-8.409,174.498,25.751,45.117,83.995,69.07,173.842
FX926S,1968-06-27,2002,NA,Dissolved,ITI - Centre,ITI4 - Lazio,ITI44 - Latina,NA,NA,NA,NA,NA,NA,NA,0.473,0.43,36.321,NA,NA,36.101,NA,NA,NA,NA,NA,NA,NA,NA,0.039,0.039,-13.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HP224E,2015-11-03,2017,NA,Active,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,42.236,58.789,1.906,65.379,58.721,1.906,3,1.259,0.817,0.807,NA,1.949,0.864,1.633,NA,NA,68.681,13.38,6.358,-0.028,-0.191,0.668,0.929,4.96,1.9,1.93,20.662,5.758,602.781,4.429,26.872,7.155,95.104,601.558
ZL4A66,2005-04-04,2014,NA,Active,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,NA,-25.564,-6.111,NA,-25.409,-6.091,2,-7.762,-7.298,-7.352,NA,-4.232,-7.292,-3.817,NA,NA,3.501,NA,125.564,187.179,188.834,1.169,1.179,-0.253,-6.094,NA,NA,NA,1653.192,9.579,158.819,NA,3.812,1653.28
7SL27M,1999-03-15,2017,NA,Active,ITI - Centre,ITI1 - Toscana,ITI1A - Grosseto,6.844,4.963,17.7,12.443,5.105,17.713,21,2.204,1.234,1.789,NA,5.613,2.571,4.038,NA,NA,1.931,3.218,5.127,0.187,-0.088,1.232,1.951,0.292,17.687,21.511,271.418,3.589,187.574,22.708,42.902,25.855,36.009,185.683
RA669N,1989-10-04,2017,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG18 - Ragusa,1.247,5.33,28.956,3.029,5.61,28.935,16,0.936,0.334,0.675,NA,4.832,3.047,2.052,NA,NA,1.949,1.544,5.347,116.173,26.845,1.751,2.641,0.719,28.936,40.748,204.683,3.632,718.429,5.292,38.01,150.062,310.984,715.142
VP571S,1991-08-29,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC46 - Bergamo,1.518,23.263,11.929,13.137,23.039,11.929,1,1.549,0.161,0.851,NA,NA,2.425,NA,NA,NA,9.629,1.459,10.788,91.856,75.193,0.601,0.808,1.646,11.93,13.539,321.946,13.549,1667.832,3.781,62.925,107.904,231.971,1667.655
9HP38F,1997-02-26,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH58 - Forli-Cesena,17.363,19.274,33.921,27.151,18.945,33.929,16,9.241,5.936,6.132,NA,12.455,6.766,9.628,NA,NA,2.833,11.067,6.794,29.149,50.979,1.262,1.729,1.611,33.928,51.34,105.593,10.982,152.394,18.319,27.877,34.02,12.84,153.678
PD217K,2014-06-19,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC48 - Pavia,10.581,11.062,0.908,57.554,10.975,0.878,13,0.515,0.077,0.446,NA,4.627,1.635,3.076,NA,NA,6.731,1.334,10.435,122.822,137.894,0.629,0.771,-0.106,0.879,0.899,NA,3.996,556.473,5.719,31.883,3.886,30.145,556.737
7EB5X7,1980-01-20,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC4B - Mantova,4.737,4.382,16.25,9.751,4.465,16.239,17,1.574,0.75,1.154,NA,2.889,2.041,1.401,NA,NA,2.119,2.135,8.549,59.006,0.099,0.958,1.42,0.418,16.24,19.38,301.902,3.053,406.524,6.679,27.193,47.815,114.106,404.425
DM7G52,2013-06-26,2017,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG18 - Ragusa,12.279,37.708,4.567,53.605,38.003,4.549,33,2.436,0.54,2.045,NA,5.33,3.291,2.53,NA,NA,11.53,2.68,16.947,162.953,99.07,0.969,1.05,0.839,4.565,4.771,510.208,1.325,22.79,50.759,12.191,0.911,6.066,23.72
Y767QY,2002-04-26,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH34 - Treviso,15.36,18.45,62.387,21.264,18.462,62.358,12,13.295,9.528,5.596,NA,7.337,5.844,5.525,NA,NA,3.225,39.294,20.982,62,30.968,1.86,2.279,5.502,62.374,NA,25.223,55.044,1009.221,4.718,48.09,265.814,135.819,1011.037
23C1RV,1988-04-21,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC15 - Novara,1.046,2.373,21.773,3.667,2.549,21.761,45,0.768,0.262,1.01,NA,5.868,1.89,4.261,NA,NA,1.286,2.078,5.294,117.058,101.181,1.019,1.36,0.397,21.78,27.849,247.305,2.941,322.678,13.908,44.832,92.133,73.833,319.86
4FS5P4,1983-10-13,1995,NA,Bankruptcy,ITC - Northwest,ITC4 - Lombardia,ITC41 - Varese,3.145,53.734,0.75,15.694,53.57,0.744,5,0.1,0.018,0.041,NA,0.3,0.201,0.094,NA,NA,245.301,1.477,NA,0.102,0.068,1,1,NA,0.745,0.74,-0.002,2.423,2315.25,NA,NA,8.934,-0.141,2315.678
H481GX,1959-01-01,2000,NA,Unknown,ITH - Northeast,ITH3 - Veneto,ITH35 - Venezia,2.511,6.599,17.055,3.814,6.447,17.052,9,0.64,0.405,0.664,NA,NA,1.595,2.64,NA,NA,2.826,1.017,5.849,122.171,121.199,0.891,1.138,1.15,17.046,20.539,101.84,4.543,423.13,7.22,31.007,74.102,73.964,422.593
2J32CO,1941-06-24,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH32 - Vicenza,-1.345,3.83,5.099,-1.267,3.85,5.085,18,-0.087,-0.066,-0.056,NA,3.55,0.309,3.174,NA,NA,6.329,0.337,1.991,92.106,155.062,0.431,1,0.307,5.107,5.379,937.11,-0.607,425.18,9.921,42,23.034,138.185,426.608
34O1AS,2003-03-26,2015,2016-07-08,Dissolved,ITG - Insular Italy,ITG2 - Sardegna,ITG26 - Nuoro,-157.955,-50.877,80.708,-76.867,-50.838,80.721,20,-62.069,NA,-5.706,NA,0.337,-4.635,-6.711,NA,NA,10.872,-4.395,NA,26.987,0.14,NA,NA,4.023,80.723,NA,23.872,-8.215,129.695,12.281,15.922,10.156,10.028,128.032
L7TL52,2010-11-15,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH32 - Vicenza,1.743,7.691,9.186,8.296,7.745,9.176,12,0.745,0.148,0.326,NA,1.383,0.494,0.943,NA,NA,16.288,2.901,10.014,-0.146,0.154,0.75,1.038,1.529,9.195,10.1,65.234,0.882,572.675,5.79,32.93,21.176,56.849,570.881
X98V4J,1993-07-26,1995,NA,Bankruptcy,ITH - Northeast,ITH3 - Veneto,ITH37 - Rovigo,NA,NA,-8.056,NA,NA,-8.049,13,-22.24,-9.122,-12.291,NA,-9.4,-9.542,-4.94,NA,NA,NA,-3.463,3.53,73.023,64.904,0.429,0.918,-2.939,-8.071,NA,NA,-18.338,136.24,17.571,24.005,NA,42.124,136.445
2O4DU7,1998-03-16,2017,NA,Active,ITC - Northwest,ITC4 - Lombardia,ITC41 - Varese,13.359,9.513,24.033,22.404,9.522,24.046,98,5.422,3.187,2.86,NA,6.473,2.956,5.202,NA,NA,3.238,21.74,106.109,7.835,40.964,0.65,0.69,0.643,24.037,31.671,178.098,3.039,61.953,41.848,25.074,7.85,-5.113,59.194
1T6A6M,1982-10-12,2017,NA,Active,ITF - South,ITF4 - Puglia,ITF47 - Bari,0.815,4.548,16.647,5.655,4.561,16.66,34,0.937,0.122,1.051,NA,7.269,2.829,4.599,NA,NA,1.594,1.511,1.942,29.865,127.963,0.241,1.209,0.364,16.666,19.98,297.978,3.27,154.268,15.149,23.91,29.819,37.101,154.754
61H8KD,2004-04-29,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH34 - Treviso,19.817,25.713,75.988,26.946,25.637,76.001,9,20.637,14.946,18.804,NA,22.16,18.793,17.016,NA,NA,1.375,678.027,6.408,104.899,49.979,3.38,4.251,17.014,75.985,NA,5.959,57.446,298.709,10.63,31.978,208.179,91.884,298.138
S4KG34,1998-05-11,2017,NA,Active,ITF - South,ITF3 - Campania,ITF33 - Napoli,14.389,8.575,6.518,21.574,8.447,6.517,1,1.436,0.951,0.714,NA,2.059,1.344,1.192,NA,NA,6.273,2.192,11.715,73.092,0.061,1.139,1.38,0.123,6.531,6.98,379.175,7.517,1009.517,0.079,0.94,34.002,290.096,1008.235
6W75TF,1980-12-29,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC18 - Alessandria,3.24,3.925,38.527,4.589,4.031,38.55,57,1.729,1.234,1.59,NA,5.079,2.115,4.085,NA,NA,1.856,3.849,3.924,62.187,67.166,0.601,1.279,2.058,38.546,62.722,100.998,16.728,957.578,4.77,46.079,335.91,228.892,960.221
75JN1O,2011-06-07,2017,NA,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH54 - Modena,-47.311,59.29,3.794,-5.187,59.324,3.783,NA,-0.215,-1.787,-0.042,NA,NA,0.671,NA,NA,NA,88.635,0.792,NA,58.924,31.855,1.068,1.07,1.428,3.771,3.938,NA,NA,NA,NA,NA,NA,NA,NA
KJH696,1975-02-21,2011,NA,Dissolved,ITI - Centre,ITI3 - Marche,ITI32 - Ancona,NA,NA,-48.138,NA,NA,-48.119,49,-91.892,-92.194,-94.154,NA,-84.204,-89.098,-89.577,NA,NA,NA,-17.655,81.097,52.995,95.067,0.161,0.17,-0.943,-48.13,NA,NA,-52.758,56.794,43.16,24.032,NA,-5.916,54.636
O82KT9,2015-07-28,2017,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG17 - Catania,-29.302,8.701,0.489,31.464,8.787,0.489,7,0.162,-0.162,0.065,NA,0.697,0.11,0.538,NA,NA,82.258,2.38,72.881,110.074,117.07,0.942,0.969,0.356,0.5,0.488,549.174,0.545,293.008,7.769,22.831,0.906,-1.992,291.814
CLI479,2008-10-17,2012,NA,Active,ITF - South,ITF4 - Puglia,ITF47 - Bari,-24.785,-6.753,13.088,-33.85,-6.752,13.057,7,-4.435,-3.209,-8.963,NA,-1.733,-8.969,0.707,NA,NA,0.735,NA,3.242,156.183,213.997,0.922,1.36,0.272,13.065,15.029,402.846,-17.845,176.47,10.122,18.143,46.825,26.07,177.068
J9N96Q,1994-12-29,2012,2015-05-04,Active,ITH - Northeast,ITH5 - Emilia-Romagna,ITH59 - Rimini,NA,-139.897,-11.903,NA,-139.796,-11.903,16,-38.888,-42.75,NA,NA,NA,NA,NA,NA,NA,0.723,-7.503,2.635,224.134,467.974,0.242,0.33,-0.172,-11.872,NA,NA,NA,72.221,54.08,40.189,NA,-22.051,72.542
I52EX1,1991-01-23,2017,NA,Active,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,6.571,12.372,54.641,10.925,12.442,54.624,1,6.062,3.674,27.706,NA,46.423,32.242,30.99,NA,NA,0.401,7.073,NA,0.089,0.115,0.441,0.442,29.35,54.645,NA,3.438,178.682,650.357,8.852,57.166,1623.899,-0.094,648.262
6OR2A3,2004-02-19,2017,NA,Active,ITG - Insular Italy,ITG1 - Sicilia,ITG12 - Palermo,3.059,8.474,2.753,11.344,8.795,2.776,13,0.312,0.094,0.571,NA,8.122,2.015,6.309,NA,NA,4.301,1.391,2.864,123.113,231.962,0.399,0.619,0.371,2.754,2.849,358.419,1.692,148.467,4.479,7.062,7.828,6.839,150.245
W7MF38,1986-07-21,2003,NA,Dissolved,ITH - Northeast,ITH3 - Veneto,ITH36 - Padova,-19.279,-26.89,52.568,-27.367,-27.055,52.594,2,-14.433,-10.181,-45.734,NA,-10.433,-45.275,2.599,NA,NA,0.58,-98.691,NA,107.828,279.174,0.372,0.37,277.429,52.591,NA,37.976,NA,1177.022,2.969,35.098,1962.189,NA,1176.304
35A3NO,2012-02-17,2017,NA,Active,ITH - Northeast,ITH1 - Provincia Autonoma di Bolzano/Bozen,ITH10 - Bolzano,31.885,10.757,9.786,45.005,10.853,9.761,18,4.381,3.081,3.743,NA,6.821,4.338,5.148,NA,NA,2.506,6.968,5.672,0.077,0.098,0.789,1.179,0.215,9.779,10.838,380.595,15.036,381.698,9.061,34.9,32.02,67.148,382.894
98JH7T,2011-03-01,2017,NA,Active,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680.9,NA,NA,NA,NA,1679.751
P4M8M6,1993-10-06,2016,NA,Active,ITF - South,ITF3 - Campania,ITF35 - Salerno,-3.162,0.785,30.135,-0.352,0.553,30.15,44,-0.069,-0.933,-0.074,NA,6.743,0.704,4.612,NA,NA,0.917,0.892,3.427,123.898,63.879,1.282,1.951,0.635,30.112,43.131,155.96,0.794,110.768,25.609,28.858,50.89,51.147,113.272
JX943L,1999-09-08,2010,NA,Dissolved,ITI - Centre,ITI4 - Lazio,ITI43 - Roma,6.446,36.848,14.944,44.189,37.17,14.946,NA,6.579,0.952,2.66,NA,4.122,3.755,0.779,NA,NA,9.884,3.325,35.243,85.155,30.123,0.871,0.97,1.346,14.969,17.59,394.92,NA,NA,10.348,NA,NA,NA,NA
2AS33M,2007-06-04,2017,NA,Active,ITC - Northwest,ITC1 - Piemonte,ITC11 - Torino,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.645,NA,NA,NA,NA,61.88
3AU87H,1989-07-03,2017,NA,Active,ITF - South,ITF3 - Campania,ITF31 - Caserta,9.854,8.784,22.334,15.808,8.79,22.33,92,3.475,2.233,2.588,NA,6.301,3.215,4.739,NA,NA,2.692,5.139,19.532,113.837,69.081,0.959,1.098,0.762,22.319,28.751,216.892,26.321,993.431,6.362,63.163,164.822,176.136,994.371
K377LE,1978-01-09,2006,2018-06-14,Dissolved,ITC - Northwest,ITC1 - Piemonte,ITC16 - Cuneo,76.658,-134.357,2.581,NA,-134.144,2.594,13,-38.39,1.964,-56.911,NA,-29.981,-50.284,23.267,NA,NA,2.668,-7.685,NA,182.915,162.864,1.291,1.289,0.223,2.566,2.65,877.303,-47.143,87.863,30.78,26.199,3.04,5.186,87.342
ET514V,1946-10-06,2017,NA,Active,ITH - Northeast,ITH3 - Veneto,ITH31 - Verona,3.617,4.945,31.646,9.357,4.775,31.668,5,2.929,1.176,6.569,NA,14.971,6.948,10.705,NA,NA,0.698,18.354,1.139,-0.144,-0.046,0.489,1.56,0.826,31.644,46.329,100.227,12.496,196.158,18.072,35.122,138.969,170.905,196.72
